Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Duration,Favorite,Unnamed: 11
1147,30 Chest Incline Dumbbell Fly,"""Hold dumbbells at chest, arms bent and palms facing each other. Slowly lift, then lower, maintaining a slight incline in your upper body to target the upper chest.""",Strength,Chest,Dumbbell,Intermediate,9.0,Average,3,False,
1148,30 Chest Incline Dumbbell Bench Press,"""Lie on an incline bench, hold dumbbells over your chest. Lower dumbbells to sides, then press upwards, extending arms fully.""",Strength,Chest,Dumbbell,Intermediate,9.0,Average,12,False,
1149,30 Chest Dumbbells-Together Press,"Hold a dumbbell in each hand, palms facing together, and press upwards in unison to chest height, squeezing the chest muscles before slowly lowering.",Strength,Chest,Dumbbell,Intermediate,8.0,Average,14,False,
1150,30 Chest Dumbbells-Together Incline Bench Press,"""Sit on an incline bench, holding dumbbells together over your chest. Lower and press upwards, squeezing your chest muscles at the top.""",Strength,Chest,Dumbbell,Intermediate,10.0,Average,20,False,
1151,30 Chest Dumbbell Fly,"""Hold dumbbells at shoulder height, arms bent and palms facing each other. Slowly lift arms out to sides, keeping elbows straight, squeezing chest muscles as you reach peak position.""",Strength,Chest,Dumbbell,Intermediate,10.0,Average,8,False,
1152,30 Chest Dumbbell Bench Press,"Lie on a flat bench, hold dumbbells over chest with palms facing forward. Lower, then press up to starting position.",Strength,Chest,Dumbbell,Intermediate,10.0,Average,14,False,
1153,30 Chest 30-Degree Incline Dumbbell Fly,"""Hold dumbbells overhead at a 30-degree incline, palms facing each other. Slowly lower arms to the sides, then lift back up to the starting position.""",Strength,Chest,Dumbbell,Intermediate,3.0,Average,3,False,
1154,FYR2 Single-Dumbbell Push-Up,"""Start in a plank position, holding a dumbbell with both hands. Lower your body until your chest almost touches the ground, then push back up to the starting position.""",Strength,Chest,Dumbbell,Intermediate,10.0,Average,19,False,
1155,Bodyweight Flyes,"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.",Strength,Chest,E-Z Curl Bar,Beginner,9.0,Average,19,False,
1156,Close-grip EZ-bar bench press,"The close-grip EZ-bar bench press is an exercise targeting the chest, shoulders, and triceps. This move is more commonly done with a straight bar and is often only performed with an EZ-bar as part of a complex of movements such as pull-overs or skullcrushers.",Strength,Chest,E-Z Curl Bar,Intermediate,8.8,Average,1,False,
1157,Chest dip,"The chest dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the chest, triceps, and shoulders. Dips with a chest focus are usually performed with the torso leaning forward and the elbows angled out from the torso. Dips can be performed for low reps for strength or higher reps for muscle growth.",Strength,Chest,Other,Intermediate,9.0,Average,4,False,
1158,Drop Push,"Drop Push: From a plank position, explosively jump your hands down to the ground, then quickly return to the starting position, engaging your chest muscles.",Plyometrics,Chest,Other,Beginner,8.8,Average,17,False,
1159,Forward Drag with Press,"""Hold a heavy keg or sandbag in front of you, then press it away from your chest while dragging it forward along the ground.""",Strongman,Chest,Other,Beginner,6.0,Average,11,False,
1160,Chain Press,"Holding a barbell with neutral grip, press the weight upwards while keeping core engaged and arms straight, squeezing chest muscles at the top.",Powerlifting,Chest,Other,Beginner,5.6,Average,7,False,
1161,Behind Head Chest Stretch,"Stand in a doorway with arms extended, hands grasping doorframe at shoulder height. Lean forward, stretching chest and shoulders. Hold for 30 seconds to improve flexibility.",Stretching,Chest,Other,Beginner,4.9,Average,12,False,
1162,Pass-through stretch with band,The pass-through stretch with band is a popular move to build and maintain mobility in the shoulder joint and to strengthen the muscles of the upper back and rotator cuff. It is common in CrossFit and Olympic lifting training and is usually performed as part of a warm-up or paired with movements in a workout. It can also be performed with a PVC pipe or dowel if a band isn't available.,Stretching,Chest,Other,Beginner,3.0,Average,10,False,
1163,Weighted Push-Up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",Strength,Chest,Other,Intermediate,0.0,Average,6,False,
1164,Heavy Bag Thrust,"""Hold a heavy bag in front of you, then explosively thrust it forward using your chest muscles to generate power.""",Plyometrics,Chest,Other,Beginner,0.0,Average,12,False,
1165,Decline Explosive Push-Up,"Start in a decline position, hands shoulder-width apart, and explosively push up, stretching arms straight, targeting chest muscles.",Plyometrics,Chest,Other,Beginner,0.0,Average,6,False,
1166,Suspended Chest Fly,"Holding a suspension trainer, arms extended and palms facing each other, slowly lift hands towards shoulders, squeezing chest muscles. Lower to start position.",Strength,Chest,Other,Beginner,0.0,Average,2,False,
1167,Svend press,The Svend press is an exercise where the chest is targeted by performing presses while squeezing two weight plates together. It is usually performed for relatively high reps with light weights as an accessory movement to the bench press or as a burnout movement on chest day.,Strength,Chest,Other,Beginner,0.0,Average,0,False,
1168,Bar Push-Up Smith Machine,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",Plyometrics,Chest,Other,Beginner,0.0,Average,17,False,
1169,Plate-weighted push-up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",Strength,Chest,Other,Intermediate,10.0,Average,0,False,
1170,Double-bar roll-out chest fly,"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.",Strength,Chest,Other,Intermediate,1.0,Average,18,False,
1171,Holman Plate Dynamo Push-Up,"Place a plate on the ground, hands shoulder-width apart, and perform a push-up with explosive force, using the plate as resistance to challenge your chest muscles.",Strength,Chest,Other,Intermediate,8.0,Average,14,False,
1172,Holman Towel Drag Two Steps to Push-Up,"""Pull a towel behind you for 2 steps, then immediately transition into a push-up, engaging your chest muscles as you lower and lift.""",Strength,Chest,Other,Intermediate,3.0,Average,6,False,
1173,Taylor Val Slide Push-Up/Fly Combo,"""Start in a plank position, engage core and descend into a push-up. As you lift, slide your arms apart to perform a fly motion, squeezing chest muscles.""",Strength,Chest,Other,Intermediate,6.0,Average,14,False,
1174,Exercise ball chest stretch,"The exercise ball chest stretch is a simple stretch for the pectoral muscles that can be made more dynamic with help from a medicine ball. It can work in a dynamic warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy. If the stretch causes pain in the front of your shoulder, dial back the intensity or choose another chest stretch.",Stretching,Chest,Exercise Ball,Beginner,3.6,Average,9,False,
1175,Bosu Ball Push-Up,"Perform a push-up on an inflated Bosu ball, engaging chest muscles and challenging balance. Lower body until almost touching ball, then lift back up to starting position.",Strength,Chest,Exercise Ball,Beginner,0.0,Average,4,False,
1176,Feet-elevated push-up on ball,"The feet-elevated push-up on ball is a variation on the push-up, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than push-ups on the floor, but also puts more emphasis on the shoulder muscles. It can be a challenging non-gym substitute for incline presses, or as a burnout movement for a chest or shoulder workout.",Strength,Chest,Exercise Ball,Intermediate,3.0,Average,19,False,
1177,Standing alternating band speed row,"The standing alternating band speed row is an explosive back exercise using exercise bands. It targets the muscles of the middle and upper back, including the lats (latissimus dorsi), rhomboids, and trapezius, as well as the biceps. It can be performed for time or reps either as part of a power or speed-focused portion of a workout or as a burnout at the end of a workout.",Strength,Forearms,Bands,Intermediate,8.0,Average,0,False,
1178,Band roundhouse elbow,"The band roundhouse elbow is an explosive rotational power exercise using exercise bands. It targets the muscles of the obliques and deep core, but also engrains full-body coordination and striking ability. It can work in an ab workout, in martial arts training, or in general strength and muscle training.",Strength,Forearms,Bands,Intermediate,1.0,Average,12,False,
1179,Palms-down wrist curl over bench,"The palms-down wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",Strength,Forearms,Barbell,Intermediate,9.5,Average,7,False,
1180,Palms-up wrist curl over bench,"The palms-up wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",Strength,Forearms,Barbell,Intermediate,9.4,Average,19,False,
1181,Standing behind-the-back wrist curl,"The standing behind-the-back wrist curl is a popular exercise to target the muscles in the forearms, wrists, and fingers. It is generally performed for moderate to high reps, such as 8-15 reps per set, and can work as isolated forearm training or as part of an arms-focused workout.",Strength,Forearms,Barbell,Beginner,9.3,Average,14,False,
1182,Seated finger curl,"The seated finger curl is an exercise targeting the muscles of the hands and forearms. It is popular with rock climbers and other athletes looking to build forearm size and strength. The range of motion is tiny, but done for moderate to high reps, these will definitely make the forearms burn.",Strength,Forearms,Barbell,Beginner,9.3,Average,20,False,
1183,Seated palms-up wrist curl,"The seated palms-up wrist curl is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",Strength,Forearms,Barbell,Intermediate,8.7,Average,13,False,
1184,Bottoms-Up Clean From The Hang Position,"""Hold a kettlebell overhead with palms facing down, then slowly clean it to your chest while keeping forearms straight and hands in line with shoulders.""",Strength,Forearms,Kettlebells,Beginner,8.3,Average,17,False,
1185,Seated One-Arm Dumbbell Palms-Up Wrist Curl,"Sit with knees bent and feet flat, holding a dumbbell in one hand with palms up. Curl wrist upward, then lower slowly, targeting forearms.",Strength,Forearms,Dumbbell,Beginner,9.0,Average,4,False,
1186,Palms-Up Dumbbell Wrist Curl Over A Bench,"Sit on a bench, hold a dumbbell in each hand with palms up, and curl wrists up while keeping forearms still.",Strength,Forearms,Dumbbell,Beginner,8.6,Average,10,False,
1187,Seated palms-down wrist curl,"The seated palms-down wrist curl is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",Strength,Forearms,Dumbbell,Beginner,8.4,Average,20,False,
1188,Palms-Down Dumbbell Wrist Curl Over A Bench,"Sit on a bench, holding a dumbbell in each hand with palms down. Let forearms relax, then curl wrists up and back, squeezing forearm muscles before slowly lowering to starting position.",Strength,Forearms,Dumbbell,Beginner,8.4,Average,20,False,
1189,Seated One-Arm Dumbbell Palms-Down Wrist Curl,"Sit comfortably with knees bent and feet flat, holding a dumbbell in one hand with palms down. Curl the wrist up towards your forearm, squeezing forearms before slowly lowering back to start position.",Strength,Forearms,Dumbbell,Beginner,8.3,Average,13,False,
1190,Seated Dumbbell Palms-Up Wrist Curl,"Sit with knees bent and feet flat, holding a dumbbell in each hand with palms up. Curl wrists up, squeezing forearms, then lower slowly to starting position.",Strength,Forearms,Dumbbell,Beginner,6.2,Average,2,False,
1191,Partner farmer's walk,"The partner farmer's walk is a protocol for performing farmer's carries with dumbbells or other weights. One partner walks for a predetermined distance or time, then passes the weight to the other partner who walks for the same distance or time.",Strength,Forearms,Dumbbell,Beginner,5.3,Average,5,False,
1192,Dumbbell suitcase carry,"The dumbbell suitcase carry is similar to a dumbbell farmer's carry, but only uses one dumbbell rather than two. This simple change provides a significant challenge to the abdominal muscles. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",Strength,Forearms,Dumbbell,Intermediate,0.0,Average,18,False,
1193,Suitcase Dumbbell Carry,"The dumbbell suitcase carry is similar to a dumbbell farmer’s carry, but only uses one dumbbell rather than two. This simple change provides a significant challenge to the abdominal muscles. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",Strength,Forearms,Dumbbell,Intermediate,0.0,Average,19,False,
1194,Side plank with dumbbell external rotation,"The side plank with dumbbell external rotation is a movement that combines an isometric side plank hold with a dumbbell rotation to target both the core and the rotator cuff muscles. You probably won't be able to use much weight without disrupting your balance, but even at light weight, this is a movement that can help address multiple muscle groups in a dynamic warm-up or as accessory work at the end of a workout.",Strength,Forearms,Dumbbell,Intermediate,9.0,Average,4,False,
1195,Rickshaw Carry,"""Hold a heavy object, such as a kettlebell or plate, in each hand at shoulder height. Walk forward while keeping forearms straight and core engaged to target forearms.""",Strongman,Forearms,Other,Beginner,9.6,Average,5,False,
1196,Dumbbell farmer's walk,"The dumbbell farmer's walk is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",Strongman,Forearms,Other,Intermediate,9.4,Average,15,False,
1197,Wrist Roller,"To execute Wrist Roller, hold a wrist roller device in your hand and slowly rotate your forearm, alternating between clockwise and counterclockwise directions. Focus on controlled movements to engage forearms.",Strength,Forearms,Other,Beginner,9.1,Average,0,False,
1198,Standing Olympic Plate Hand Squeeze,"Hold an Olympic plate in each hand, palms down. Stand with feet shoulder-width apart and squeeze forearms together, holding for 3-5 seconds. Release slowly. Repeat.",Strength,Forearms,Other,Beginner,8.6,Average,14,False,
1199,Plate Pinch,"Hold a plate between thumb and fingers, keeping arms straight, then squeeze and lift to engage forearms.",Strength,Forearms,Other,Beginner,8.3,Average,20,False,
1200,Landmine Press and Catch,"The single-arm linear jammer is an explosive pressing movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The linear jammer involves pressing the weight into the air, then catching it with the other hand. The movement focuses primarily on the muscles of the shoulders or deltoids. It can be trained in traditional muscle and strength-focused rep ranges, for lower reps with a focus on explosive pressing power, or for higher reps.",Strength,Forearms,Other,Intermediate,9.0,Average,17,False,
1201,Plate halo,The plate halo is an exercise targeting the shoulder complex. It's usually performed as part of a dynamic warm-up prior to an upper-body workout.,Strength,Forearms,Other,Intermediate,2.0,Average,16,False,
1202,Bryant Wrist Curl,"Hold a light weight plate or can in each hand, palms down. Curl wrists up, squeezing forearms, then lower to starting position, focusing on control throughout movement.",Strength,Forearms,Other,Intermediate,10.0,Average,13,False,
1203,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,"""Sit with cable to side, palms up. Hold bar with arms bent. Slowly curl wrists up, then lower. Focus on forearm contraction.""",Strength,Forearms,Cable,Beginner,9.2,Average,7,False,
1204,Cable Wrist Curl,"""Hold a cable handle with palms down, then curl your wrists up towards your forearms, squeezing muscles at the top. Release slowly to return.""",Strength,Forearms,Cable,Beginner,7.8,Average,0,False,
1205,Single-arm cable push-down,"The single-arm cable push-down is a single-joint isolation movement that develops the triceps muscle one arm at a time. Because the action is purely at the elbow joint, it is difficult to use any substantial weight. Reps are usually high, such as 8-12 reps per set or more, with a focus on strict form and feeling the mind-muscle connection.",Strength,Forearms,Cable,Intermediate,9.0,Average,15,False,
1206,Wrist Circles,"""Rotate your wrists in small circles, first clockwise and then counterclockwise, gently stretching forearms and improving flexibility.""",Stretching,Forearms,Body Only,Beginner,2.5,Average,8,False,
1207,Kneeling Forearm Stretch,"""Start on knees, forearms parallel to ground, palms down. Slowly lower forehead to floor, stretching forearms, and hold for a moment.""",Stretching,Forearms,,Beginner,5.2,Average,3,False,
1208,Hip Extension with Bands,"""Stand on bands with feet shoulder-width apart, keeping knees slightly bent. Slowly lift one leg behind you, squeezing glutes at top. Lower and repeat.""",Strength,Glutes,Bands,Beginner,7.2,Average,8,False,
1209,Hip Lift with Band,"""Lift hips and squeeze glutes, keeping knees bent, against resistance from band. Focus on slow control and glute activation.""",Powerlifting,Glutes,Bands,Beginner,6.0,Average,12,False,
1210,HM Monster Walk,"""Walk sideways, keeping tension in bands around legs, stepping out with one foot and pulling back with the other, engaging glutes and maintaining balance.""",Strength,Glutes,Bands,Intermediate,10.0,Average,19,False,
1211,UNS Banded Glute Bridge,"Lying on a surface, loop the bands under your back and knees. Slowly lift hips towards ceiling, squeezing glutes at peak, then lower to starting position.",Strength,Glutes,Bands,Intermediate,5.0,Average,0,False,
1212,FYR2 Banded Glute Bridge,"Lie on your back with knees bent, feet flat and bands securing legs together. Slowly lift hips toward ceiling, squeezing glutes at peak; lower back to starting position.",Strength,Glutes,Bands,Intermediate,3.0,Average,2,False,
1213,Piriformis SMR,"Piriformis self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the piriformis muscles in the upper gluteal region, some people find they can cause this often painful and tight muscle to relax or ""release."" Piriformis SMR is often accompanied by SMR on the iliotibial (IT) band or tensor fascia lata (TFL muscles), or by stretches that target the glutes and hips.",Stretching,Glutes,Foam Roll,Intermediate,6.6,Average,0,False,
1214,Barbell glute bridge,"The barbell glute bridge is a popular exercise targeting the muscles of the glutes and hamstrings. It can be done as a strength movement on its own, as an activation drill or warm-up for lower-body training, or as a burnout at the end of a lower-body workout.",Powerlifting,Glutes,Barbell,Intermediate,9.4,Average,18,False,
1215,Barbell Hip Thrust,"The barbell hip thrust is an exercise that engages the posterior chain, particular the glutes. It involves fully extending your hips while holding a weighted barbell across the midsection.",Powerlifting,Glutes,Barbell,Intermediate,9.1,Average,8,False,
1216,Kneeling Squat,"""Hold a barbell with both hands, start in a kneeling position with back straight and arms parallel to ground. Slowly lower body until thighs are parallel to ground, then push through heels to return to starting position.""",Powerlifting,Glutes,Barbell,Beginner,8.6,Average,19,False,
1217,Kneeling Jump Squat,"""Hold a barbell at your chest, start in a kneeling position, then explosively jump up while squatting down to work your glutes.""",Olympic Weightlifting,Glutes,Barbell,Beginner,7.6,Average,4,False,
1218,UN Rear Foot Elevated Split Squat,"Stand with left foot elevated on bench, hold barbell with both hands, lower right leg until back knee almost touches ground, then push through heel to return to starting position.",Strength,Glutes,Barbell,Intermediate,1.0,Average,13,False,
1219,Kettlebell thruster,"The kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press, while holding the bell in a goblet or bottoms-up grip. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Glutes,Kettlebells,Intermediate,8.6,Average,9,False,
1220,Taylor Kettlebell Swing,"""Hold kettlebells with both hands, swing them back between legs, then explosively drive hips forward to generate power and engage glutes.""",Strength,Glutes,Kettlebells,Intermediate,3.0,Average,16,False,
1221,UN Goblet Squat,"""Hold a kettlebell at your chest, then descend into a squat, keeping back straight and knees behind toes. Push through heels to return to standing.""",Strength,Glutes,Kettlebells,Intermediate,2.0,Average,3,False,
1222,Single-arm triceps kick-back,"The single-arm triceps kick-back is a popular movement to increase size and strength of the triceps. It is usually performed for moderate to high reps, at least 8-12 reps, as part of an upper-body or arm-focused workout.",Strength,Glutes,Dumbbell,Intermediate,4.0,Average,18,False,
1223,Holman Lateral High Knees to Quad Touch Jump,"""Step laterally with dumbbell, lift knee to hip height and jump into a squat position, engaging glutes; repeat on other side.""",Strength,Glutes,Dumbbell,Intermediate,9.0,Average,14,False,
1224,FYR2 Dumbbell Hip Thrust,"""Sit on floor with knees bent and feet flat, holding dumbbells beside hips. Lift hips up towards ceiling, squeezing glutes at the top.""",Strength,Glutes,Dumbbell,Intermediate,7.0,Average,17,False,
1225,FYR2 Glute Bridge Dumbbell Floor Press,"Lying on your back, lift hips and squeeze glutes while pressing dumbbell upwards. Control descent to floor, then repeat.",Strength,Glutes,Dumbbell,Intermediate,10.0,Average,7,False,
1226,Suspended Hip Thrust,"""Hold a resistance band at shoulder height, feet flexed and knees bent. Lift hips, squeezing glutes; lower slowly to original position.""",Strength,Glutes,Other,Beginner,0.0,Average,15,False,
1227,Single-leg cable hip extension,"The single-leg cable hip extension is an isolation exercise that targets the glutes, specifically the gluteus maximus. It is a common burnout movement on a lower-body focused day and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Glutes,Cable,Intermediate,9.0,Average,8,False,
1228,Pull Through,"""Stand facing a cable machine with feet shoulder-width apart, holding handles at hip height. Move through the cable's length, squeezing glutes at the top, and return to starting position.""",Strength,Glutes,Cable,Beginner,7.4,Average,7,False,
1229,Cable rope pull-through deadlift,The cable rope pull-through deadlift is an exercise targeting the glutes and hamstrings using a proper hip-hinging motion.,Strength,Glutes,Cable,Intermediate,5.0,Average,5,False,
1230,UNS Cable Pull-Through,"""Hold cable handle with feet shoulder-width apart, pull through legs to engage glutes, squeezing at peak contraction.""",Strength,Glutes,Cable,Intermediate,6.0,Average,9,False,
1231,30 Legs Glute-Ham Raise,"""Sit on the glute-ham raise machine, gripping the bars. Lower your legs, squeezing glutes and hamstrings, then raise them to the starting position.""",Strength,Glutes,Machine,Intermediate,2.0,Average,17,False,
1232,Glute bridge,"The glute bridge is a popular lower-body bodyweight exercise that primarily targets the glutes, but also activates the lower back and hamstrings. It can be performed with body weight alone, or with added resistance such as barbells, dumbbells, or bands. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime.",Strength,Glutes,Body Only,Intermediate,8.8,Average,1,False,
1233,Single-leg glute bridge,"The single-leg glute bridge is a lower-body exercise that targets the glutes, lower back, and hamstrings. It is performed one side at a time.",Strength,Glutes,Body Only,Intermediate,8.8,Average,17,False,
1234,Step-up with knee raise,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motion and more of a focus on powerful hip extension in the working leg. When performed with body weight, these are usually performed for high reps as part of a dynamic warm-up, as cardio acceleration, or as part of the lower-body portion of a workout or circuit.",Strength,Glutes,Body Only,Intermediate,8.7,Average,16,False,
1235,Glute Kickback,"Start on all fours, lift right leg behind you, keeping it straight and engaging glutes. Hold for a brief moment before returning to start. Repeat with opposite leg.",Strength,Glutes,Body Only,Beginner,8.3,Average,20,False,
1236,Standing hip extension,The standing hip extension is a movement that activates the glutes and hamstrings. It is often performed either for time or reps as part of a dynamic warm-up.,Strength,Glutes,Body Only,Beginner,6.5,Average,16,False,
1237,Lying glute stretch,"The lying glute stretch is a stretch to help increase flexibility in the glutes and hips. It involves rotating a single leg over the body while lying flat on the back, and reaching around the leg to facilitate a stretch. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work anytime.",Stretching,Glutes,Body Only,Intermediate,4.8,Average,13,False,
1238,Knee Across The Body,"""Sit on floor with legs straight, lift one leg across body, keeping foot flexed, stretch glutes. Hold for 30 seconds, then switch sides.""",Stretching,Glutes,Body Only,Intermediate,3.5,Average,5,False,
1239,Seated Glute,"Sit comfortably, legs bent and feet flat on floor, lean forward to stretch glutes, maintaining posture for 30 seconds.",Stretching,Glutes,Body Only,Beginner,3.1,Average,19,False,
1240,Lying Glute," Lie on your back, bend knees 90 degrees, and lift hips towards ceiling. Hold for a few breaths to stretch glutes.",Stretching,Glutes,Body Only,Beginner,3.0,Average,10,False,
1241,One Knee To Chest,"""Lie on your back, lift one knee to chest, keeping foot flexed, and gently pull towards you. Hold for a few breaths, then slowly lower.""",Stretching,Glutes,Body Only,Intermediate,2.7,Average,4,False,
1242,Seated Glute Stretch,"Sit on the floor with legs straight out, lean forward and reach for toes to stretch glutes, holding for 15-30 seconds.",Stretching,Glutes,Body Only,Beginner,0.0,Average,6,False,
1243,Neck Bridge Supine,"""Lie supine, engage core, and slowly lift hips toward ceiling, squeezing glutes at peak. Control descent to starting position.""",Strength,Glutes,Body Only,Beginner,0.0,Average,13,False,
1244,Walking High Knee,"""Walk with normal pace, lifting one knee towards chest while keeping other foot on ground. Alternate legs, targeting glutes with each step.""",Strength,Glutes,Body Only,Intermediate,4.0,Average,2,False,
1245,Walking Butt Kicks,"Stand with feet hip-width apart, lift one leg backward and kick your glutes, then quickly switch sides. Focus on squeezing glute muscles with each repetition.",Strength,Glutes,Body Only,Intermediate,7.0,Average,0,False,
1246,Walking Glute Stretch,"Stand with feet hip-width apart, take a large step forward with one foot and bend front knee. Lean forward, stretching glutes and hips. Hold for 30 seconds, switching sides.",Strength,Glutes,Body Only,Intermediate,9.0,Average,20,False,
1247,Lunge kick,"The lunge kick is a lower-body, cardio-based exercise performed at a high intensity. It includes a kick of the front leg to make the movement more powerful. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",Strength,Glutes,Body Only,Intermediate,8.0,Average,9,False,
1248,Curtsy lunge,"The curtsy lunge is a lower-body bodyweight movement that targets the muscles of the hips and glutes. It is usually performed for moderate to high reps, at least 8-12 reps per leg.",Strength,Glutes,Body Only,Intermediate,8.0,Average,16,False,
1249,Alternating standing glute stretch,"The alternating standing glute stretch focuses on improving lower-body mobility and flexibility, particularly in the hips and glutes. It involves performing a partial squat in a ""figure 4"" position. It can be performed as part of a lower-body warm-up or done post-workout to help combat tightness and soreness.",Stretching,Glutes,Body Only,Intermediate,2.0,Average,12,False,
1250,Side-lying leg lift,"The side-lying leg lift is a bodyweight exercise targeting the muscles of the hips and glutes. It can be a worthy addition to a dynamic warm-up on a lower-body or strength-focused training day, a component of a lower-body circuit or workout, or a glute activation drill to do anytime. Generally, leg lifts are done for high reps, such as 8-15 reps per leg or more.",Strength,Glutes,Body Only,Intermediate,2.0,Average,4,False,
1251,FYR Progressive High Knee,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Strength,Glutes,Body Only,Intermediate,10.0,Average,1,False,
1252,Glute-Ham Raise - Gethin Variation,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,Strength,Glutes,Body Only,Intermediate,6.0,Average,1,False,
1253,Lunge glute stretch,"The lunge glute stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is influenced by the pigeon pose from yoga, but is performed with straight arms. It can be part of a dynamic warm-up or mobility work performed anytime.",Stretching,Glutes,Body Only,Intermediate,7.0,Average,10,False,
1254,Natural Glute Ham Raise - Gethin Variation,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,Strength,Glutes,Body Only,Intermediate,9.0,Average,15,False,
1255,Groiner,"The groiner is an explosive bodyweight exercise targeting the legs, shoulders, and core. It also includes a dynamic stretch of the hips. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Glutes,Body Only,Intermediate,1.0,Average,15,False,
1256,HM Alternating Donkey Kick,"Start on all fours, lift right leg off ground and alternate kicking forward while keeping core engaged, targeting glutes.",Strength,Glutes,Body Only,Intermediate,9.0,Average,2,False,
1257,HM Alternating Slow Step-Down With Chair,"Stand near a chair, slow-stepping one foot down towards the floor while keeping knees bent. Alternate legs, engaging glutes to control movement and maintain balance.",Strength,Glutes,Body Only,Intermediate,3.0,Average,8,False,
1258,HM Right Side Iron Cross,"""Engage core and lift right leg perpendicular to torso, holding for a brief moment before slowly lowering back down.""",Strength,Glutes,Body Only,Intermediate,9.0,Average,8,False,
1259,HM Single-Leg Bridge,"Lie on your back, lift one leg straight up towards ceiling and bend knee 90 degrees. Slowly lower then raise body using glute strength alone, keeping raised leg steady.",Strength,Glutes,Body Only,Intermediate,9.0,Average,17,False,
1260,HM Hi-Low,"Perform HM Hi-Low by starting in a plank position, then lowering your body until your glutes nearly touch the ground before rapidly returning to the top.",Strength,Glutes,Body Only,Intermediate,3.0,Average,15,False,
1261,HM Kick-Back,"""Hold a plank position, engage glutes, and lift one leg backwards, keeping knee straight. Alternate legs, maintaining control.""",Strength,Glutes,Body Only,Intermediate,8.0,Average,4,False,
1262,HM Left Side Iron Cross,"""Engage your left leg, lift and extend it perpendicular to the ground while keeping your right foot grounded. Hold for 3-5 seconds, then slowly lower.""",Strength,Glutes,Body Only,Intermediate,3.0,Average,12,False,
